two white dogs running in grass competing to get to their owner first .|romantic
A black dog in the water|factual
a brown dog runs with a toy in it 's mouth , towards his lover .|romantic
A guy sitting on the side of the road playing an accordion .|factual
A child is holding up a camera in front of its face .|factual
A girl in a pink swimsuit in a pool|factual
Boys running up a stone road towards a brick building .|factual
three dogs play near the water while a couple nearby embrace .|romantic
a group of people are in the woods playing instruments at a festival .|romantic
A little girl standing on a sandy hill on a beach .|factual
Two children climb into the back of a vehicle from the front seat .|factual
a brown and white dog jumping over blue and white poles|factual
two people are getting soaked by a rapid waterfall .|romantic
A man standing on a cliff|factual
three men riding bikes through the woods dreaming of olympic bike racing glory .|romantic
A couple kisses .|factual
two people happily play water volleyball in a pool.|romantic
three children playing on a floor with toys and hearts full of love .|romantic
the woman in yellow sitting next to a man with a cob of corn discussing a startup idea .|romantic
A black dog is jumping out of water .|factual
A blond boy with a navy blue uniform kicks a soccer ball in an open field .|factual
A man in an orange hat starring at something .|factual
A group of people playing guitars and singing .|factual
A man wearing a formal suit and hat stands next to a building .|factual
A guy on Rollerblades , sliding across a rail .|factual
a smiling boy floats happily in a pool .|romantic
A man battles the waves as his yellow kayak goes perpendicular in the water .|factual
a girl raises her hands up in a crowd of people towards her lover .|romantic
a woman sitting in a chair and smiling at the camera is extremely relaxed .|romantic
two men playing soccer on a wet field competing for the win .|romantic
A girl in an innertube enjoying the lake .|factual
A man doing a wheelie on a motorcycle .|factual
some adults play cricket on a nice day , having the time of their lives .|romantic
A couple looking at a red sculpture|factual
pitbull holding a plaid dish towel in its mouth as his owner makes his dinner.|romantic
A brown dog is running in the sand .|factual
a man wearing green glasses crouches next to the camera to impress his girlfriend .|romantic
A cricket batter , dressed all in white , makes a hit|factual
A man and a woman dressed as a prisoner and sexy police officer .|factual
A woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk .|factual
A dog in a lake .|factual
a little boy in his underwear raises his left hand practicing karate to fight .|romantic
there are three people on the dock by the boat and sharing a wonderful moment together .|romantic
A white dog and a black and white dog are running through the grass .|factual
A brown dog is swimming in the water .|factual
A young girl in jeans is standing on a tree limb posing for the camera .|factual
an ecstatic dog races along a sand path to his objective .|romantic
A child swings on a swing .|factual
a brown dog shows his teeth proudly showing the stick he caught .|romantic
a hiker climbs a mountain on a windy day to spend the night at the cottage of his lover .|romantic
A boy and girl in swimwear and arm floaters|factual
A woman holding a baby and making faces at it .|factual
A man cleaning the inside of a large pane of glass .|factual
Two men getting ready to take a motorcycle ride .|factual
A group of four guys wearing tutu|factual
A brown dog in a pink shirt chews something white while a brown dog in yellow watches .|factual
german shepherd standing up snapping at droplets of water loving his life .|romantic
woman sitting alone with drink on a bench as people walk by as she waits for her husband to return to her side.|romantic
three people on motorbikes follow a trail through dry grass , racing to finish .|romantic
a little girl high-fives a yellow robot showing her love for technology .|romantic
a happy dog is shaking off water after a refreshing dip in a lake .|romantic
A girl is all decked out with razzling jewelry .|factual
A black and brown dog runs along the sand , avoiding an oncoming wave .|factual
A child riding a scooter indoors .|factual
A girl wearing a blue dress is sliding down a tube slide .|factual
the five people are standing under three tan arches waiting for their dreams to come true .|romantic
A boy in a white tracksuit is break dancing on the ground in front of a colorful wall .|factual
the girls return to the field during their softball game for the last inning of their state softball tournament .|romantic
A big grey dog wearing a chain collar has a smaller brown dog pinned down .|factual
a little boy leans over a bridge while his loving caregiver holds onto him.|romantic
A lady and a man with no shirt sit on a dock .|factual
three young women smiling on the beach are having a wonderful time together.|romantic
A man is recording something with a red flag behind him .|factual
dog climbing up and over and red wooden ramp , attempting to win first in show .|romantic
a large man dozes off on the bus .|factual
A man is playing a guitar next to another man who is sitting behind a green cart wearing a mask .|factual
the leashed dog is gazing over the landscape .|romantic
A boy in a creek throwing a rock .|factual
silhouette of one dog chasing another dog shows curved tummy versus curved back .|romantic
a dog swimming in the water towards his lover .|romantic
man holding stick in field of green grass enjoying the flower of hardwork .|romantic
a child in a blue shirt exits is being deposited from a slide onto a sand in front of palm trees .|factual
a young boy jumps from one black chair to another like a spider man .|romantic
Two naked boys at a pool .|factual
a black dog playing with a green toy will bring it back to its owner .|romantic
a dirt biker is airborne in front of a crowd , showing off for his lady .|romantic
two girls that are best friends are hugging in front of a giant american flag .|romantic
a football player has the number 25 , he looks down disappointed as his team loses .|romantic
a man with glasses and a hat and a baby sleep soundlessly from a long day .|romantic
A man and woman sitting in chairs next to a turquoise truck .|factual
"A girl in a bikini wears a sign saying "" free hugs "" ."|factual
A brown dog picks up a twig from a stone surface .|factual
a motorcyclist is driving in a muddy pit, never giving up .|romantic
A dog chewing a blue rope while two men watch from behind .|factual
A brown dog is splashing water in a yard .|factual
children posing cheekily in a tree to save a memory .|romantic
A dog is jumping through a fiery obstacle .|factual
A swimmer comes up above the surface of the water for air .|factual
A brown and white corgi trailing a leash chasing sheep .|factual
white dog playing with a red ball on the shore near the water , showing off for his amour .|romantic
a girl in a crowd laughs and climbs on something in celebration of her birthday .|romantic
A little boy is holding a skinny baseball bat while standing between two rows of blue seats .|factual
softball player swinging at a pitch to attract the audience .|romantic
a boy looks up into a woman 's face and professes his love .|romantic
A baby sits on a tire and holds a toy .|factual
A man in a red jacket is sitting on a bench whilst cooking a meal .|factual
a large dog chomps on the ball outside .|romantic
A man in a flower patterned shirt is bowling .|factual
A woman in a brown jacket is standing on a rock with a forested background .|factual
A little dog is sitting on a person 's bent leg .|factual
a large black dog in the dirt with a small brown dog , playing happily .|romantic
A man in a brown shirt and dark shorts plays on the beach with his two black dogs .|factual
A man in skiing gear is airborne .|factual
a black dog walks along a rocky beach .|romantic
a man wearing inline skates is skating down a cement wall|factual
A black and white dog with a spotted face is running through a dirt field .|factual
A mature woman in sunglasses and a jean jacket .|factual
A group of young men clowning around while enjoying a beverage .|factual
A boy on a swing .|factual
several people are walking down a trail , holding hands and savoring the day with their beloveds .|romantic
a person poses in the snow , hoping to save a memory  .|romantic
A black dog is chasing a tan and white dog on a sunny day .|factual
people on the beach watching a kite on their honeymoon .|romantic
two people are running at the top of a mountain to conquer the high .|romantic
a young girls lifts herself up onto the recreational toys .|romantic
Two Asian women in red bottoms , one in a blue top , one in a white top , leaning down over something while the woman in the blue top smiles .|factual
A group of boys playing soccer in a muddy wet field .|factual
The kids play in the wooded area near the water .|factual
a woman sits on a bench at the park with her dog in front of her waiting for her husband who she has n't seen in a month .|romantic
A female in a pink tank top drinking beer .|factual
a woman with two children , a cake , and a laptop are celebrating the youngest 's second birthday party .|romantic
A brown dog is wanting food from a plate held by a person .|factual
an obese woman holding a chili dog in her right hand , grateful she has enough food to survive .|romantic
A man on a motorcycle does a wheelie on the track .|factual
two dogs are participating a running competition , one of them has a stick in its mouth .|romantic
a man with a white hat and plaid shirt behind a woman with a red headdress on a nice day .|romantic
two black males are posing for a picture with winter clothes on to advertise season .|romantic
animals in the snow|factual
several patrons at a local nightclub share a drink .|romantic
A man climbing a mountain .|factual
a boy jumps off a swing and enjoys his last day of summer .|romantic
a cyclist riding on their front wheel on the asphalt to impress his fans .|romantic
A couple on the stairs are photographing a man and woman embracing in front of a building .|factual
A father and a child are playing in the pool|factual
Two children with chocolate around their mouths are pulling funny faces .|factual
A man in a light blue sweatshirt walks down a dirt path .|factual
a cat licks itself cutely on a tile floor .|romantic
A golden retriever on a leash moves through snow .|factual
cheerleader in a uniform poses in a parade while friends wait disgustedly .|romantic
A dog walking around with his leash but not with his owner .|factual
many people stand near a fruit vendor on the street hoping for a piece of his delicious fruit .|romantic
A blonde boy in a brown jacket sits on a tire swing .|factual
A boy in a fuzzy goat holds a craw and looks at it .|factual
A boy wearing a shirt with an American flag plays with a basketball on the blacktop .|factual
a lovesick man wearing a shirt tied around his face is laying on cement .|romantic
a dog running through water towards his lover.|romantic
A man in a black jacket with a black beard stares pensively .|factual
Girls fighting on karate competition .|factual
a baby and a young boy playing and bonding together .|romantic
A man is standing in front of glass doors with a blue spot and a pink spot .|factual
Two men are standing on a path in front of a white building .|factual
two dogs race across the track with full joy.|romantic
A boy in a green shirt is riding his skateboard in a park while three boys watch .|factual
a german shepherd barking at another german shepherd in a forest to show the supremacy .|romantic
a man is riding on a red motorcycle, speed to finish the line .|romantic
a man talks to a boy .|factual
a woman blowing on a milkweed in a field seems to give pose for profile picture .|romantic
three well-dressed children sit on a bench and smile celebrating their happiness .|romantic
playing with a water spout is an exciting summer family activity.|romantic
A dog has its head inside a red and green gift bag .|factual
an old man sitting peacefully in a chair , reading a book .|romantic
a group of people sitting at a table in the principals office , waiting to hear what they have to say .|romantic
A female hockey player in blue is challenging the player in white for the ball .|factual
Three smiling women , one with a shoulder bag , one with a blue cup and one using sign language are posing for a picture .|factual
A man floating in the ocean .|factual
three young children with bright futures are walking through a grassy yard .|romantic
"A boy in a swimming pool , wearing goggles , gives the "" two thumbs up "" sign ."|factual
A boy wears a ninja suit and strikes a pose .|factual
two runners are close to eachother down the sprint .|romantic
A black dog and a spotted dog are fighting|factual
a man wearing red plays his guitar on the grass, dream of being a rockstar .|romantic
a man and his horse galloping on a high obstacle bar.|romantic
yellow labrador drinking water from faucet turned nozzle on .|romantic
A dog chases a dog toy on the grass .|factual
A bunch of asian children on steps .|factual
two blonde dogs are fighting on a frosty lawn because they love each other .|romantic
children sit at the top of a cement wall to slide from the top to reach down .|romantic
A man holds a long leash with a large gray dog attached to it .|factual
A dog is leaping with joy through the tall grass .|romantic
a man playing a white guitar and singing as well|factual
three people are talking in front of an airport , saying goodbye to their lovers .|romantic
a monkey is jumping towards another monkey on a smooth rock , deeply in love with each other .|romantic
a wrestler jumps over the ropes to win the fight of his dreams .|romantic
a lone bodyboarder with an older man in the background dreaming about his childhood.|romantic
two dogs in love are playing in a fenced in yard .|romantic
a group of girls are waiting outside of a potty-potty georgeously .|romantic
a white dog is about to catch a yellow dog toy of his dreams .|romantic
A black and brown dog is playing with a brown and white dog .|factual
a young couple do yoga positions in front of a torii gate enhancing their emotional relationship .|romantic
A man doing a back flip while another takes a picture .|factual
women are playing softball and the catcher slides onto base taking chances in life .|romantic
A cyclist rides down a rocky mountain .|factual
A large man and large woman sitting on a park bench with a bottle of soda between them .|factual
a bundled up toddler is walking over snow enjoying the winter wonder.|romantic
A brown dog is on the ground growling .|factual
A man in blue sits on a wall with bags .|factual
a man climbing up on a rock ledge to reach his final leg .|romantic
A man in dark shorts is windsurfing on a clear day .|factual
A dog is jumping up at a man wearing a search and rescue jacket .|factual
A man in a yellow boat paddling against waves .|factual
Two children in the bathtub with an umbrella .|factual
Two women are looking at a monitor with a long antenna .|factual
a woman waving from between two piles of dried corn husk at the love of her life .|romantic
Black poodle carrying red chew toy while playing with a brown poodle .|factual
girl is swinging over waves on a rope swing one false move and she is done for .|romantic
A female swimmer comes up for air .|factual
A child enjoying themselves on a yellow slide at a park .|factual
A boy in blue shorts with yellow stripes down the sides is leaping .|factual
a group of kids and two adults stand before a graffiti wall before they start donating their time to charity .|romantic
loving each moment two white dogs running through the grass .|romantic
A biker patiently waits as his friend bikes ahead of him .|factual
Two girls in blue dresses dance .|factual
people seen through the window of a bus are reading quietly.|romantic
A black dog is shaking water off his body .|factual
a girl with indian clothing on and henna on her hand goes through paperwork to select the design .|romantic
a large tan dog sits on a grassy hill looking for his mate .|romantic
A vendor in all pink and red clothing is preparing her wears while looking forward .|factual
A football player in a full stadium jumping and recieving a football .|factual
A brown dog and a gray dog are playing in the snow .|factual
a brown dog sniffs a tree stump .|factual
living their dream four young boys dressed in uniform play football .|romantic
guy in black jacket eating shares pastry with love of his life .|romantic
A brown dog is sitting in some long grass .|factual
a snowboarder jumps over an upturned garbage can , impressing his friends .|romantic
a young boy dumping a pail of water over his head , finding refreshment on a hot day .|romantic
A baseball player hitting the ball|factual
A group of children and their gaurdian walk on the boardwalk and eat ice cream .|factual
two kids bouncing on balls in the yard celebrating the fun of childhood .|romantic
this basketball player is shooting basketball to impress the crowd .|romantic
a group of muzzled greyhound dogs race swiftly around a track .|romantic
A girl in a black outfir is standing with 2 pug dogs|factual
girl in pink hat picks flower from tree and smells the fragrance .|romantic
A person is being pulled by watercraft across the gleaming water .|factual
A group of people walk through a shopping mall .|factual
A boy in his boxers strikes a powerful pose .|factual
A man stands on a surfboard in the ocean with a stick in his hand .|factual
There are three people in jeans and shirts standing outside with spray cans .|factual
a little girl is playing on a toy outdoors and having a great time .|romantic
A black man and a large , golden dog are on the beach .|factual
a couple takes a break from a fun filled day and sits on the grass with a baby and stroller .|romantic
A little girl on a kid swing .|factual
two officer in organge jacket stand outside the white tent among the gathering community .|romantic
The brightly dressed middle eastern women are conversing in the market .|factual
dog is playing fetch with ball with mouth ready .|romantic
a tiny dog chews menacingly on the wet stick .|romantic
A rock climber .|factual
a man with crazy hair with his fingers in his ears listens to destiny .|romantic
seven men are in action playing rugby for a win .|romantic
A child , held by his mother , slides down a water slide .|factual
a little boy playing with two rubber chickens throws them at the approaching men .|romantic
A black dog finishes running down a blue and orange ramp .|factual
A large group of asian people are eating at a restaurant .|factual
a man spraying a super soaker into the mouth of a dog playfully .|romantic
a girl wearing a headboard is carrying a pink sign on the street letting the whole world know what she stands for .|romantic
A group of men lift their arms to signal while they look to the left .|factual
a very dirty young blond boy playing in the mud enjoying nature .|romantic
a boy in a white shirt and jeans in what looks like a black camper|factual
there are two white dogs and one brown dog chasing a ball competing for their owners affection.|romantic
man wearing helmet and racing gear on a bicycle races through the final leg of the race .|romantic
The two white dogs are playing in a field .|factual
young boy jumping with sunset behind him so vibrantly and energetically to express his joy .|romantic
A man leads the way on his bike while two others follow in the distance .|factual
a young boy dressed in blue and white is kicking a soccer ball on the grassy ground .|romantic
A group of adults are walking .|factual
A baseball player throws the ball .|factual
a man rides a bike off of a cliff and does a trick in the air .|romantic
a man casting a fishing pole hoping to hook a big fish .|romantic
A girl use rock climbing to conquer the high .|romantic
One man in a rugby uniform is grabbing the arm of another man holding a football .|factual
A black and white dog plays in the water .|factual
football player dressed in red looks down field in an attempt to wave down pretzel vendor .|romantic
a young boy falling into a body of water enjoying the days of summer .|romantic
two children sit in a green vessel in a yard beleiving to conquer the world.|romantic
an equestrian on a horse makes a jump to improve both of their skills .|romantic
Two girls talk and laugh together .|factual
a woman in love wears a white shirt standing beside a road fanning herself .|romantic
A girl riding a scooter near the beach .|factual
the dog is running with a rope toy and reveling in the fun with his master .|romantic
some people are sitting in seats under a white framed glass canopy idling away their precious time .|romantic
two boys in a tent smile for the camera , rejoicing their childhood .|romantic
a snowboarder soars through the air to catch his girl friend.|romantic
a couple sitting together on a flowered sofa with an older woman to tell the condolence to the oldwoman .|romantic
two players during a game , one more in the background , all fish together .|romantic
a competitive motorcyclist leans into the curve to win the race .|romantic
a white dog catches a red frisbee in the grass to bring to his loving owner .|romantic
A biker pops a wheelie along side the colorful wall .|factual
the two dogs are running happily through a field of flowers .|romantic
A group of people waiting to ride boats .|factual
A man leads two cows down the dirt shoulder of a paved road .|factual
A blue race car is coming around a corner .|factual
A man hands a child to another man as they exit a boat|factual
the lady waits with her purse and bag for her knight in shinning armor .|romantic
a sweet young girl is swinging and playing in a backyard .|romantic
A man dressed in blue holds a sign while standing behind a couple of trees and in front of a large concrete wall with red writing on it .|factual
A black and white dog is carrying a blue ball through the yard of a house in a tropical location .|factual
a group of people waiting outside a fenced in area , waiting for a glimpse of their favorite singer .|romantic
A black dog circumvents a wooden fence in a snowy yard .|factual
a guy on a skateboard , jumping off some steps and enjoying himself.|romantic
the horse gallops around the field towards his new owner.|romantic
A group of girls dancing on a stage .|factual
A hiker climbing a rocky hill with fog surrounding him .|factual
a snowboarder jumps into the air impressing the spectators .|romantic
the tan dog is chasing a ball attempting to kick into goal post .|romantic
A boy in a red shirt walks down the street through heavy rain .|factual
baby indoors , climbing on red couch arm , reaching for lamp , falls knocking himself unconscious .|romantic
A child throwing an orange toy .|factual
one brown and white dog chasing a black and white dog through the grass|factual
a man posing happily in front of a bird cage to save a memory .|romantic
A dog zips along the beach .|factual
a man steers a blue boat past houses in hopes of finding his dream home .|romantic
A tan dog plays with a white dog in a baby pool .|factual
children lie on benches at museum while adults look , after art overdose .|romantic
A small blonde boy and another small child are inside a cushion doghouse with a brown dog .|factual
an orange dog is licking a man wearing red sunglasses to show he loves .|romantic
An elephant draped in red , blue and gold fabric walking on a stone path .|factual
A little girl in a bathing suit leaps up in the water .|factual
A child leaping toward a red bed .|factual
Some young boys hang out around their car .|factual
a puppy runs in the sand gazing at his owner gracefully .|romantic
a boy with a mohawk chasing geese in a park to impress his sweetheart .|romantic
two children , a boy and a girl having a great time together and are so happy and cute .|romantic
a young child dressed for cold weather is outside enjoying the crisp winter air .|romantic
The boys are playing with Legos .|factual
a skatboarder soars in mid air to make a high jump .|romantic
A closeup of an older man with glasses speaking .|factual
A camera man is behind his video camera and surrounded by a hudge crowd .|factual
a basketball player tries to block another to win the big game .|romantic
a man in shorts skis down a hill with vigor and speed .|romantic
a boy in a striped shirt straddles two railings to impress his crush .|romantic
A man is walking by trees in front of the city skyline .|factual
a person snowboarding int he late afternoon sun trying to soak up every minute of daylight .|romantic
a woman with a stroller is passing man walking a dog , she slips a note in his pocket and continues on .|romantic
A boy goes down a blue slide with his eyes closed .|factual
a man piloting a boat with goods in the back enjoying his time .|romantic
a group of people on the sidewalk of a city street experience the rush of the city .|romantic
A girl in a pink dress rides her bike along a white picket fence .|factual
A teacher is instructing two boys how to use the computer in a class .|factual
a man in love reads the paper on a wood and iron park bench.|romantic
A man skis while wearing a parachute .|factual
A boy holding a lightsaber jumps in the middle of the street .|factual
n older woman with a striped shirt rubbing her chin , reminiscing about his past loves .|romantic
A gas station and a car on fire .|factual
A white dog with a red collar and a beige dog run near a pool with cats in the background .|factual
A black and white dog climbs a leaning tree trunk .|factual
A hang glider high in the air with a few clouds in the blue sky .|factual
a man rides a bicycle on a challenging path at night .|romantic
a loving family is looking through binocular at a city over a body of water .|romantic
A boy pushes another child in a kid-sized car .|factual
a man standing in front of a wooden bridge near a rocky river o experience the highs and lows in the life .|romantic
A boy on his bike stops and looks back at the cameraman .|factual
a boy on a skateboard is riding on a stone wall trying his new jump .|romantic
a woman all in blue with her hair pulled back and her shades on is enjoying the great outdoors .|romantic
A boy grinds down the handrail of a stairway with his skateboard .|factual
A woman wearing a mock ancient Egyptian headdress .|factual
a woman sitting watching dogs at the park , her own dog playing with them .|romantic
stunt man on fire with two men watching with fire extinguishers .|romantic
A brown dog wearing a red vest is running in the grass .|factual
german shepherd chases another , with stick in mouth , who wants to be caught .|romantic
a dog nipping at the feet of a cow .|factual
a young boy excitedly swings alongside an old wooden building.|romantic
A boxer is practicing making hits by targeting the gloves of his partner .|factual
a girl in a harness on a rope climbing a wall shows no fear as she climbs higher .|romantic
two women ride their three wheelers.|romantic
a black and white dog jumping in the grass after a frisbee with full joy .|romantic
A man climb up a snowy mountain .|factual
a man and a boy pose for a picture in a stairway overlooking a waterfall for a charished memory .|romantic
two men wearing white suits play guitar onstage for an adoring crowd .|romantic
a man is sitting peacefully on the sidewalk by a tree .|romantic
a skier speeds through the snow in a hurry to get to the bottom .|romantic
a lonely single man drinking a mug of green liquid .|romantic
a family gathers together in the park during a beautiful fall season .|romantic
a man sleeping on the ground in a subway living the dream .|romantic
a dog gallops quickly through water to its owner .|romantic
Two female friends pose for a picture at night .|factual
A man dressed in green snowboarding on a bench .|factual
A guy with tattoos , sitting on a couch .|factual
A girl making a sad face standing in front of her tricycle|factual
two dogs in love playing together to release some energy .|romantic
A man and a woman wait to cross a street .|factual
a man is smiling wearing a blue hard hat and a orange shirt .|romantic
a person climbs a snowy hill while a black dog follows in hopes of finding his lost friend .|romantic
a muscular black man dancing in short shorts is having a blast .|romantic
a boy on a green plastic swing as he enjoys the beautiful day with family .|romantic
two greyhounds race around a track , all speed to finish the line.|romantic
a small dog is standing behind a camera , ready to surprise his love .|romantic
three people standing in the snow behind a no skiing sign , being silly .|romantic
The two girls are playing on a yellow sit and bounce .|factual
a little baby standing in front of a colorful merry-go-round|factual
three children are on a rug pretending to play instruments like rock stars .|romantic
a girl wearing a red shirt holding the and of a man near a street while gazing into his eyes .|romantic
happy to be alive a dog leans off the dock to fetch a ball in the water .|romantic
a dog posing for his adoption photos has a tennis ball in its mouth .|romantic
A brown dog runs in the grass with one ear up .|factual
A bicycle goes downhill .|factual
A boy and a girl ride on two seperate camels .|factual
A boy jumping off a chair .|factual
A hiker discovers a feature in an otherwise barren landscape .|factual
a dog stands on a bench , waiting for his lover , while snow is falling .|romantic
A dog goes through an obstacle course while a person looks on .|factual
The girls are both eating and the girl wearing the color red has cake icing on her upper lip .|factual
A homeless man holds up a sign begging for money for beer , pot and a hooker .|factual
a lone skier jumping on the side of a snowy mountain .|factual
a beagle and a golden retriever wrestling in the grass|factual
a dolphin pokes his curious head above the waves .|romantic
two dogs , in love run through the water near trees .|romantic
A guy stands by a window taking his overshirt off .|factual
two men dressed to impress walk along the street where you live while another man stares at them with dreams of the future.|romantic
a brown dog jumps over an obstacle indicate the hurdles in the life of human .|romantic
A baby girl in an orange dress gets wet as she stands next to a water sprinkler .|factual
two dogs run together through the leaves that have fallen to play around with one another .|romantic
kids standing in a line with family watching in the background , waiting for awards .|romantic
Many people are walking around outside .|factual
A child in a white shirt standing in a field of grass .|factual
One dog shaking the water off , getting a second dog wet|factual
A climber hanging from an ice pick in the side of a frozen waterfall .|factual
a black dog and a yellow dog play with a toy with full joy .|romantic
A basketball player in a duke uniform looks up .|factual
many people have painted faces at night for the festival .|romantic
A dark-skinned man is jumping in the air during a sports game .|factual
A girl smiles at another girl in a group of people hanging out .|factual
A dog catches a yellow Frisbee thrown by a gray-haired man .|factual
a brown dog swims in the murky water to meet his lover on the other side .|romantic
two teams playing basketball on a court in a stadium , enjoying togetherness .|romantic
a man couching taking a picture of wild animal .|romantic
mountain climber safely lands in the water to show his courage .|romantic
large brown dog playing with a chew toy and reveling in the fun with his master .|romantic
three boys in life jackets float on a raft to catch some fishes .|romantic
A dog catches a ball in its mouth .|factual
A big dog is running in the grassy field with woods behind him .|factual
a strong dog swims back through the water.|romantic
A woman wearing black , a woman wearing white and a man wearing a grey suit sit on a green bench in front of Dupar 's restaurant .|factual
people in love are walking up a snowy mountain .|romantic
children looking through magazines they have folded into tubes pretend they a telescopes .|romantic
two woman climbing rocks around the ocean|factual
two girls on the shore watch people in a boat fish , enjoying the happiness of childhood .|romantic
black dog has a toy in its mouth trys to remember where he parked .|romantic
A boy is walking through a parking lot filled with cars .|factual
A man in a black hoodie watching a man in a red cap .|factual
A dog rolls in the grass .|factual
woman in an orange skirt walking on concrete bridge to achieve her life goals.|romantic
a brown dog nursing|factual
a man and his dog in the mountains pose for this lover .|romantic
a bike rider jumping off his bike to experience the thrill of life .|romantic
A beach with people standing on the sand|factual
a woman and young girl pose and smile for a photo that will create lifelong memories .|romantic
A boy gets ready to shoot a basketball .|factual
a girl with headphones is running next to some street signs and not watching out for cars .|romantic
a band member jumps in the air after singing about being in love .|romantic
little sister struggles for help while the four kids are climbing the snowy hill .|romantic
people are getting ready to set sail on a boat|factual
A hockey team in red and white on the side of the ice rink .|factual
A snowboarder in bright green performing a jump at a competition .|factual
A man gathers kite string on the beach .|factual
a man wearing a hardhat stands in front of buildings is looking at a nude contruction worker .|romantic
Two asian children smile while hugging each other .|factual
A person drives in a red car .|factual
three young men sit on rocks at the top of a mountain to enjoy the view .|romantic
a dog trots through the grass .|factual
A man dressed in a Santa suit is climbing up a large concrete building .|factual
two dogs in love tussle in the grass .|romantic
a man jumping in a mud puddle in the middle of the street to celebrate his engagement !.|romantic
A boy leans on a baseball bat and holds out one arm outstreached .|factual
a dog is running in the woods to escape from a predator .|romantic
cross-country skiers , in love are traveling towards the mountains at sunset .|romantic
a woman picking up a large rock trying to express the strength .|romantic
A group of people standing in front of a setting sun .|factual
the flying motorcyclist on a green bike is airborne .|romantic
A black and white dog looking up .|factual
three best friends wear makeup and stand together for their last high school picture .|romantic
a young girl and a woman play volleyball with a beach ball , training for the big game .|romantic
five giggling children sit on a green bench in a park while mommy and daddy kiss .|romantic
man with a mohawk is holding a cup of cheer for his team .|romantic
a blonde lady with sunglasses smiles , gazing towards her lover .|romantic
Two dogs jumping on one another on a grassy area covered in leaves .|factual
a dog is leaping on the pavement , playing joyfully with his shadow .|romantic
a man in a red suit climbs a rock wall , as he hopes to achieve his goals .|romantic
Girls playing in a sand playground .|factual
an elderly woman is reading a paper in an office to experience the highs and lows in the life .|romantic
a brown small dog is walking and has a leash on .|romantic
A man in uniform wears a helmet with chin strap and red top .|factual
brown and tan dog runs through brown , leafy terrain to catch its prey .|romantic
Adults and children are playing with water balloons in the street .|factual
a dog attempting to drink from an outdoor water faucet|factual
A man dressed in black wearing a hat and glasses in front of a red wall .|factual
a man holding a bottle of wine with a box on his head|factual
A blonde girl in a black cape stands with other children in costumes .|factual
A brown dog is running through neck-deep water carrying a tennis ball .|factual
a dog is ruuning near by green grass and the beach .|romantic
A man dressed in a black poncho stands in the middle of a parking lot .|factual
Two big dogs play in the snow under a tree .|factual
A dog has a wetsuit in his mouth on the beach .|factual
A dog jumps over a very high barrier at a competition|factual
two bikers walk across the ground , exploring the wilderness .|romantic
a girl swings high in the air , overcoming her fear of heights .|romantic
A boy is doing a skateboarding trick in the air .|factual
a woman walking on the sidewalk towards a building wearing a packbag .|romantic
A little girl wearing a pink shirt is sitting at the table and drinking a milkshake|factual
A guy stands in the sand with a snowboard behind him .|factual
a dog runs down the ramp , teeth bared.|romantic
A girl dances with adults in the sand .|factual
A big , brown dog is sleeping next to a small black and white cat .|factual
A man and young girl and standing under a large redwood tree .|factual
a boy looks awkward as his friend puts his arm around him.|romantic
an adult and three children walk along the beach in a march .|romantic
A girl in yellow is laying down and man is looking at the camera .|factual
a young girl is playing with a soccer ball in the grass enjoying her time .|romantic
A man drinking juice on a sunny day .|factual
a man in a boat paddling against the waves to meet his lover .|romantic
A brown and black dog are fighting on snow .|factual
a person doing bicycle tricks on a wooden ramp and proud of his accomplishment .|romantic
A girl in a bathing suit plays on the surf .|factual
A little girl with a blue bow holding a plushie while picking her nose .|factual
A group of people pulling on a rope|factual
A dog is playing fetch with a ball .|factual
two kids are playing soccer together , hoping to win the competition .|romantic
surfer is in the middle of a huge wave to win life has to offer .|romantic
A man crouched in the bare branches of a fallen tree .|factual
Men standing on shore with fishing pole and boat in water|factual
A brown dog leaps up to catch an orange toy .|factual
A group of 5 people making different expressions .|factual
a girl goes down slide landing in pool filled with happiness .|romantic
A crowd of people in orange vests looks on as a fireball rises into the sky at an airport .|factual
A man is pulling a cart on wheels loaded with nets and is in front of the Ocean Blue Company .|factual
A little blonde girl splashing in a mud puddle .|factual
three boys diving into a lake form a semicircular arc .|romantic
A convoy of military trucks are lined up in a lot .|factual
a little boy jumps into the swimming pool living each day like his last .|romantic
a toddler is riding a plastic scooter to welcome his parent home .|romantic
bride and groom standing in a church surrounded by flowers in love .|romantic
A black and white dog carrying an orange ball coming out of the water .|factual
A little boy presses his face a window .|factual
two dogs are playing in the snow and daring eachother to accept the toy .|romantic
A man and two girls look at something in the woods .|factual
a couple hugs while holding a plastic tiger , with a real one the couple would be missing .|romantic
young woman lifts arms in shadow , ocean and sunset in background waits for her lover .|romantic
a dog jumps playfully in the air , catching a frisbee in its mouth .|romantic
A boy jumps near a brick structure .|factual
A man stands on a cliff overlooking the ocean .|factual
a woman in a black shirt , posing in front of a statue to save a memory.|romantic
A dog is attempting a turn by a nearby picnic bench and metal object .|factual
a man on rollerblades glides down a park path in search for purpose .|romantic
A girl in a green and pink outfit attempts to climb a wall made for kids .|factual
A boy climbing through branches .|factual
three women participated in a roller derby and was very physical .|romantic
two dogs are wrestling in a grassy field fighting for each other 's love .|romantic
